CVE ID,Package Name,Severity,Version,Fixed in version,Description,Source(image name)
CVE-2011-4116,perl-base,LOW,5.36.0-7+deb12u1,N/A,"_is_safe in the File::Temp module for Perl does not properly handle symlinks.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2023-50495,libtinfo6,MEDIUM,6.4-4,N/A,"NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2017-9117,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"In LibTIFF 4.0.6 and possibly other versions\, the program processes BMP images without verifying that biWidth and biHeight in the bitmap-information header match the actual input\, as demonstrated by a heap-based buffer over-read in bmp2tiff. NOTE: mentioning bmp2tiff does not imply that the activation point is in the bmp2tiff.c file (which was removed before the 4.0.7 release).",|tykio/midsommar|
CVE-2023-2953,libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,N/A,"A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.",|tykio/tyk-dashboard|
CVE-2021-27645,libc-bin,LOW,2.28-10,2.28-10+deb10u2,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33\, when processing a request for netgroup lookup\, may crash due to a double-free\, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.",|tykio/tyk-dashboard|
CVE-2019-20838,libpcre3,LOW,2:8.39-12,N/A,"libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled\, and \\X or \\R has more than one fixed quantifier\, a related issue to CVE-2019-20454.",|tykio/tyk-dashboard|
CVE-2020-8231,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"Due to use of a dangling pointer\, libcurl 7.29.0 through 7.71.1 can use the wrong connection when sending data.",|tykio/tyk-dashboard|
CVE-2021-3326,libc-bin,HIGH,2.28-10,2.28-10+deb10u2,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier\, when processing invalid input sequences in the ISO-2022-JP-3 encoding\, fails an assertion in the code path and aborts the program\, potentially resulting in a denial of service.",|tykio/tyk-dashboard|
CVE-2025-22869,golang.org/x/crypto,HIGH,v0.31.0,0.35.0,"SSH servers which implement file transfer protocols are vulnerable to a denial of service attack from clients which complete the key exchange slowly\, or not at all\, causing pending content to be read into memory\, but never transmitted.",|tykio/midsommar|
CVE-2025-22866,stdlib,MEDIUM,v1.23.2,1.22.12	 1.23.6	 1.24.0-rc.3,"Due to the usage of a variable time instruction in the assembly implementation of an internal function\, a small number of bits of secret scalars are leaked on the ppc64le architecture. Due to the way this function is used\, we do not believe this leakage is enough to allow recovery of the private key when P-256 is used in any well known protocols.",|tykio/midsommar|
CVE-2018-12886,gcc-8-base,HIGH,8.3.0-6,N/A,"stack_protect_prologue in cfgexpand.c and stack_protect_epilogue in function.c in GNU Compiler Collection (GCC) 4.1 through 8 (under certain circumstances) generate instruction sequences when targeting ARM targets that spill the address of the stack protector guard\, which allows an attacker to bypass the protection of -fstack-protector\, -fstack-protector-all\, -fstack-protector-strong\, and -fstack-protector-explicit against stack overflow by controlling what the stack canary is compared against.",|tykio/tyk-dashboard|
CVE-2021-22923,curl,LOW,7.64.0-4+deb10u1,N/A,"When curl is instructed to get content using the metalink feature\, and a user name and password are used to download the metalink XML file\, those same credentials are then subsequently passed on to each of the servers from which curl will download or try to download the contents from. Often contrary to the user's expectations and intentions and without telling the user it happened.",|tykio/tyk-dashboard|
CVE-2021-22922,curl,LOW,7.64.0-4+deb10u1,N/A,"When curl is instructed to download content using the metalink feature\, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs\, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload\, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done\, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.",|tykio/tyk-dashboard|
CVE-2021-22924,curl,LOW,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"libcurl keeps previously used connections in a connection pool for subsequenttransfers to reuse\, if one of them matches the setup.Due to errors in the logic\, the config matching function did not take 'issuercert' into account and it compared the involved paths *case insensitively*\,which could lead to libcurl reusing wrong connections.File paths are\, or can be\, case sensitive on many systems but not all\, and caneven vary depending on used file systems.The comparison also didn't include the 'issuer cert' which a transfer can setto qualify how to verify the server certificate.",|tykio/tyk-dashboard|
CVE-2023-0215,libssl1.1,HIGH,1.1.1d-0+deb10u4,1.1.1n-0+deb10u4,"The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. It is primarily used internally to OpenSSL to support the SMIME\, CMS and PKCS7 streaming capabilities\, but may also be called directly by end user applications.  The function receives a BIO from the caller\, prepends a new BIO_f_asn1 filter BIO onto the front of it to form a BIO chain\, and then returns the new head of the BIO chain to the caller. Under certain conditions\, for example if a CMS recipient public key is invalid\, the new filter BIO is freed and the function returns a NULL result indicating a failure. However\, in this case\, the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously freed filter BIO. If the caller then goes on to call BIO_pop() on the BIO then a use-after-free will occur. This will most likely result in a crash.    This scenario occurs directly in the internal function B64_write_ASN1() which may cause BIO_new_NDEF() to be called and will subsequently call BIO_pop() on the BIO. This internal function is in turn called by the public API functions PEM_write_bio_ASN1_stream\, PEM_write_bio_CMS_stream\, PEM_write_bio_PKCS7_stream\, SMIME_write_ASN1\, SMIME_write_CMS and SMIME_write_PKCS7.  Other public API functions that may be impacted by this include i2d_ASN1_bio_stream\, BIO_new_CMS\, BIO_new_PKCS7\, i2d_CMS_bio_stream and i2d_PKCS7_bio_stream.  The OpenSSL cms and smime command line applications are similarly affected.",|tykio/tyk-dashboard|
CVE-2024-6119,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,N/A,"Issue summary: Applications performing certificate name checks (e.g.\, TLS clients checking server certificates) may attempt to read an invalid memory address resulting in abnormal termination of the application process.  Impact summary: Abnormal termination of an application can a cause a denial of service.  Applications performing certificate name checks (e.g.\, TLS clients checking server certificates) may attempt to read an invalid memory address when comparing the expected name with an `otherName` subject alternative name of an X.509 certificate. This may result in an exception that terminates the application program.  Note that basic certificate chain validation (signatures\, dates\, ...) is not affected\, the denial of service can occur only when the application also specifies an expected DNS name\, Email address or IP address.  TLS servers rarely solicit client certificates\, and even when they do\, they generally don't perform a name check against a reference identifier (expected identity)\, but rather extract the presented identity after checking the certificate chain.  So TLS servers are generally not affected and the severity of the issue is Moderate.  The FIPS modules in 3.3\, 3.2\, 3.1 and 3.0 are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2025-0725,curl,LOW,7.64.0-4+deb10u1,N/A,"When libcurl is asked to perform automatic gzip decompression of content-encoded HTTP responses with the `CURLOPT_ACCEPT_ENCODING` option\, **using zlib 1.2.0.3 or older**\, an attacker-controlled integer overflow would make libcurl perform a buffer overflow.",|tykio/tyk-dashboard|
CVE-2024-12797,libssl1.1,HIGH,1.1.1d-0+deb10u4,N/A,"Issue summary: Clients using RFC7250 Raw Public Keys (RPKs) to authenticate a server may fail to notice that the server was not authenticated\, because handshakes don't abort as expected when the SSL_VERIFY_PEER verification mode is set.  Impact summary: TLS and DTLS connections using raw public keys may be vulnerable to man-in-middle attacks when server authentication failure is not detected by clients.  RPKs are disabled by default in both TLS clients and TLS servers.  The issue only arises when TLS clients explicitly enable RPK use by the server\, and the server\, likewise\, enables sending of an RPK instead of an X.509 certificate chain.  The affected clients are those that then rely on the handshake to fail when the server's RPK fails to match one of the expected public keys\, by setting the verification mode to SSL_VERIFY_PEER.  Clients that enable server-side raw public keys can still find out that raw public key verification failed by calling SSL_get_verify_result()\, and those that do\, and take appropriate action\, are not affected.  This issue was introduced in the initial implementation of RPK support in OpenSSL 3.2.  The FIPS modules in 3.4\, 3.3\, 3.2\, 3.1 and 3.0 are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2021-39537,libncursesw6,HIGH,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u5,"An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.",|tykio/tyk-dashboard|
CVE-2023-6228,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"An issue was found in the tiffcp utility distributed by the libtiff package where a crafted TIFF file on processing may cause a heap-based buffer overflow leads to an application crash.",|tykio/midsommar|
CVE-2022-1304,e2fsprogs,HIGH,1.44.5-1+deb10u3,N/A,"An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segmentation fault and possibly arbitrary code execution via a specially crafted filesystem.",|tykio/tyk-dashboard|
CVE-2020-8169,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u2,"curl 7.62.0 through 7.70.0 is vulnerable to an information disclosure vulnerability that can lead to a partial password being leaked over the network and to the DNS server(s).",|tykio/tyk-dashboard|
CVE-2023-31439,libsystemd0,LOW,252.36-1~deb12u1,N/A,"An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error\, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2023-31438,libsystemd0,LOW,252.36-1~deb12u1,N/A,"An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error\, despite modifications. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2020-15719,libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,N/A,"libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-party package is asserting RFC6125 support. It considers CN even when there is a non-matching subjectAltName (SAN). This is fixed in\, for example\, openldap-2.4.46-10.el8 in Red Hat Enterprise Linux.",|tykio/tyk-dashboard|
CVE-2020-36230,libldap-2.4-2,HIGH,2.4.47+dfsg-3+deb10u4,2.4.47+dfsg-3+deb10u5,"A flaw was discovered in OpenLDAP before 2.4.57 leading in an assertion failure in slapd in the X.509 DN parsing in decode.c ber_next_element\, resulting in denial of service.",|tykio/tyk-dashboard|
CVE-2019-12290,libidn2-0,HIGH,2.0.5-1+deb10u1,N/A,"GNU libidn2 before 2.2.0 fails to perform the roundtrip checks specified in RFC3490 Section 4.2 when converting A-labels to U-labels. This makes it possible in some circumstances for one domain to impersonate another. By creating a malicious domain that matches a target domain except for the inclusion of certain punycoded Unicode characters (that would be discarded when converted first to a Unicode label and then back to an ASCII label)\, arbitrary domains can be impersonated.",|tykio/tyk-dashboard|
CVE-2023-31437,libsystemd0,LOW,252.36-1~deb12u1,N/A,"An issue was discovered in systemd 253. An attacker can modify a sealed log file such that\, in some views\, not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent ""a reply denying that any of the finding was a security vulnerability.""",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2025-30258,gpgv,LOW,2.2.40-1.1,N/A,"In GnuPG before 2.5.5\, if a user chooses to import a certificate with certain crafted subkey data that lacks a valid backsig or that has incorrect usage flags\, the user loses the ability to verify signatures made from certain other signing keys\, aka a ""verification DoS.""",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2021-35942,libc-bin,CRITICAL,2.28-10,2.28-10+deb10u2,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted\, crafted pattern\, potentially resulting in a denial of service or disclosure of information. This occurs because atoi was used but strtoul should have been used to ensure correct calculations.",|tykio/tyk-dashboard|
CVE-2024-10041,libpam-modules,MEDIUM,1.5.2-6+deb12u1,N/A,"A vulnerability was found in PAM. The secret information is stored in memory\, where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs\, the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords\, such as those found in /etc/shadow while performing authentications.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2022-22576,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"An improper authentication vulnerability exists in curl 7.33.0 to and including 7.82.0 which might allow reuse OAUTH2-authenticated connections without properly making sure that the connection was authenticated with the same credentials as set for this transfer. This affects SASL-enabled protocols: SMPTP(S)\, IMAP(S)\, POP3(S) and LDAP(S) (openldap only).",|tykio/tyk-dashboard|
CVE-2023-29383,login,LOW,1:4.13+dfsg1-1+b1,N/A,"In Shadow 4.13\, it is possible to inject control characters into fields provided to the SUID program chfn (change finger). Although it is not possible to exploit this directly (e.g.\, adding a new user fails because \\n is in the block list)\, it is possible to misrepresent the /etc/passwd file when viewed. Use of \\r manipulations and Unicode characters to work around blocking of the : character make it possible to give the impression that a new user has been added. In other words\, an adversary may be able to convince a system administrator to take the system offline (an indirect\, social-engineered denial of service) by demonstrating that ""cat /etc/passwd"" shows a rogue user account.",|tykio/midsommar||tykio/tyk-dashboard|
DLA-3112-1,libbz2-1.0,UNKNOWN,1.0.6-9.2~deb10u1,1.0.6-9.2~deb10u2,"No description",|tykio/tyk-dashboard|
CVE-2019-9192,libc-bin,LOW,2.36-9+deb12u10,N/A,"In the GNU C Library (aka glibc or libc6) through 2.29\, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion\, as demonstrated by '(|)(\\\\1\\\\1)*' in grep\, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2023-37769,libpixman-1-0,LOW,0.42.2-1,N/A,"stress-test master commit e4c878 was discovered to contain a FPE vulnerability via the component combine_inner at /pixman-combine-float.c.",|tykio/midsommar|
CVE-2022-3219,gpgv,LOW,2.2.40-1.1,N/A,"GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with thousands of signatures attached\, compressed down to just a few KB.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2023-1916,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"A flaw was found in tiffcrop\, a program distributed by the libtiff package. A specially crafted tiff file can lead to an out-of-bounds read in the extractImageSection function in tools/tiffcrop.c\, resulting in a denial of service and limited information disclosure. This issue affects libtiff versions 4.x.",|tykio/midsommar|
DLA-3788-1,tzdata,UNKNOWN,2020e-0+deb10u1,2024a-0+deb10u1,"No description",|tykio/tyk-dashboard|
CVE-2024-6239,libpoppler126,LOW,22.12.0-2+b1,N/A,"A flaw was found in the Poppler's Pdfinfo utility. This issue occurs when using -dests parameter with pdfinfo utility. By using certain malformed input files\, an attacker could cause the utility to crash\, leading to a denial of service.",|tykio/midsommar|
CVE-2024-0727,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,N/A,"Issue summary: Processing a maliciously formatted PKCS12 file may lead OpenSSL to crash leading to a potential Denial of Service attack  Impact summary: Applications loading files in the PKCS12 format from untrusted sources might terminate abruptly.  A file in PKCS12 format can contain certificates and keys and may come from an untrusted source. The PKCS12 specification allows certain fields to be NULL\, but OpenSSL does not correctly check for this case. This can lead to a NULL pointer dereference that results in OpenSSL crashing. If an application processes PKCS12 files from an untrusted source using the OpenSSL APIs then that application will be vulnerable to this issue.  OpenSSL APIs that are vulnerable to this are: PKCS12_parse()\, PKCS12_unpack_p7data()\, PKCS12_unpack_p7encdata()\, PKCS12_unpack_authsafes() and PKCS12_newpass().  We have also fixed a similar issue in SMIME_write_PKCS7(). However since this function is related to writing data we do not consider it security significant.  The FIPS modules in 3.2\, 3.1 and 3.0 are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2017-5563,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"LibTIFF version 4.0.7 is vulnerable to a heap-based buffer over-read in tif_lzw.c resulting in DoS or code execution via a crafted bmp image to tools/bmp2tiff.",|tykio/midsommar|
CVE-2024-56406,perl-base,HIGH,5.36.0-7+deb12u1,5.36.0-7+deb12u2,"A heap buffer overflow vulnerability was discovered in Perl.   Release branches 5.34\, 5.36\, 5.38 and 5.40 are affected\, including development versions from 5.33.1 through 5.41.10.  When there are non-ASCII bytes in the left-hand-side of the `tr` operator\, `S_do_trans_invmap` can overflow the destination pointer `d`.     $ perl -e '$_ = ""\\x{FF}"" x 1000000; tr/\\xFF/\\x{100}/;'     Segmentation fault (core dumped)  It is believed that this vulnerability can enable Denial of Service and possibly Code Execution attacks on platforms that lack sufficient defenses.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2017-7475,libcairo2,LOW,1.16.0-7,N/A,"Cairo version 1.15.4 is vulnerable to a NULL pointer dereference related to the FT_Load_Glyph and FT_Render_Glyph resulting in an application crash.",|tykio/midsommar|
CVE-2022-1271,gzip,HIGH,1.9-3,1.9-3+deb10u1,"An arbitrary file write vulnerability was found in GNU gzip's zgrep utility. When zgrep is applied on the attacker's chosen file name (for example\, a crafted file name)\, this can overwrite an attacker's content to an arbitrary attacker-selected file. This flaw occurs due to insufficient validation when processing filenames with two or more newlines where selected content and the target file names are embedded in crafted multi-line file names. This flaw allows a remote\, low privileged attacker to force zgrep to write arbitrary files on the system.",|tykio/tyk-dashboard|
CVE-2022-4415,libsystemd0,MEDIUM,241-7~deb10u5,N/A,"A vulnerability was found in systemd. This security flaw can cause a local information leak due to systemd-coredump not respecting the fs.suid_dumpable kernel setting.",|tykio/tyk-dashboard|
CVE-2022-32208,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"When curl < 7.84.0 does FTP transfers secured by krb5\, it handles message verification failures wrongly. This flaw makes it possible for a Man-In-The-Middle attack to go unnoticed and even allows it to inject data to the client.",|tykio/tyk-dashboard|
CVE-2023-50387,libsystemd0,HIGH,241-7~deb10u5,N/A,"Certain DNSSEC aspects of the DNS protocol (in RFC 4033\, 4034\, 4035\, 6840\, and related RFCs) allow remote attackers to cause a denial of service (CPU consumption) via one or more DNSSEC responses\, aka the ""KeyTrap"" issue. One of the concerns is that\, when there is a zone with many DNSKEY and RRSIG records\, the protocol specification implies that an algorithm must evaluate all combinations of DNSKEY and RRSIG records.",|tykio/tyk-dashboard|
CVE-2020-6096,libc-bin,HIGH,2.28-10,2.28-10+deb10u2,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy()\, this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore\, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data.",|tykio/tyk-dashboard|
CVE-2024-6197,curl,HIGH,7.64.0-4+deb10u1,N/A,"libcurl's ASN1 parser has this utf8asn1str() function used for parsing an ASN.1 UTF-8 string. Itcan detect an invalid field and return error. Unfortunately\, when doing so it also invokes `free()` on a 4 byte localstack buffer.  Most modern malloc implementations detect this error and immediately abort. Some however accept the input pointer and add that memory to its list of available chunks. This leads to the overwriting of nearby stack memory. The content of the overwrite is decided by the `free()` implementation; likely to be memory pointers and a set of flags.  The most likely outcome of exploting this flaw is a crash\, although it cannot be ruled out that more serious results can be had in special circumstances.",|tykio/tyk-dashboard|
CVE-2024-5535,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,N/A,"Issue summary: Calling the OpenSSL API function SSL_select_next_proto with an empty supported client protocols buffer may cause a crash or memory contents to be sent to the peer.  Impact summary: A buffer overread can have a range of potential consequences such as unexpected application beahviour or a crash. In particular this issue could result in up to 255 bytes of arbitrary private data from memory being sent to the peer leading to a loss of confidentiality. However\, only applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols are affected by this issue. This would normally never be a valid scenario and is typically not under attacker control but may occur by accident in the case of a configuration or programming error in the calling application.  The OpenSSL API function SSL_select_next_proto is typically used by TLS applications that support ALPN (Application Layer Protocol Negotiation) or NPN (Next Protocol Negotiation). NPN is older\, was never standardised and is deprecated in favour of ALPN. We believe that ALPN is significantly more widely deployed than NPN. The SSL_select_next_proto function accepts a list of protocols from the server and a list of protocols from the client and returns the first protocol that appears in the server list that also appears in the client list. In the case of no overlap between the two lists it returns the first item in the client list. In either case it will signal whether an overlap between the two lists was found. In the case where SSL_select_next_proto is called with a zero length client list it fails to notice this condition and returns the memory immediately following the client list pointer (and reports that there was no overlap in the lists).  This function is typically called from a server side application callback for ALPN or a client side application callback for NPN. In the case of ALPN the list of protocols supplied by the client is guaranteed by libssl to never be zero in length. The list of server protocols comes from the application and should never normally be expected to be of zero length. In this case if the SSL_select_next_proto function has been called as expected (with the list supplied by the client passed in the client/client_len parameters)\, then the application will not be vulnerable to this issue. If the application has accidentally been configured with a zero length server list\, and has accidentally passed that zero length server list in the client/client_len parameters\, and has additionally failed to correctly handle a ""no overlap"" response (which would normally result in a handshake failure in ALPN) then it will be vulnerable to this problem.  In the case of NPN\, the protocol permits the client to opportunistically select a protocol when there is no overlap. OpenSSL returns the first client protocol in the no overlap case in support of this. The list of client protocols comes from the application and should never normally be expected to be of zero length. However if the SSL_select_next_proto function is accidentally called with a client_len of 0 then an invalid memory pointer will be returned instead. If the application uses this output as the opportunistic protocol then the loss of confidentiality will occur.  This issue has been assessed as Low severity because applications are most likely to be vulnerable if they are using NPN instead of ALPN - but NPN is not widely used. It also requires an application configuration or programming error. Finally\, this issue would not typically be under attacker control making active exploitation unlikely.  The FIPS modules in 3.3\, 3.2\, 3.1 and 3.0 are not affected by this issue.  Due to the low severity of this issue we are not issuing new releases of OpenSSL at this time. The fix will be included in the next releases when they become available.",|tykio/tyk-dashboard|
CVE-2022-32206,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"curl < 7.84.0 supports ""chained"" HTTP compression algorithms\, meaning that a serverresponse can be compressed multiple times and potentially with different algorithms. The number of acceptable ""links"" in this ""decompression chain"" was unbounded\, allowing a malicious server to insert a virtually unlimited number of compression steps.The use of such a decompression chain could result in a ""malloc bomb""\, makingcurl end up spending enormous amounts of allocated heap memory\, or trying toand returning out of memory errors.",|tykio/tyk-dashboard|
CVE-2025-0665,curl,MEDIUM,7.64.0-4+deb10u1,N/A,"libcurl would wrongly close the same eventfd file descriptor twice when taking down a connection channel after having completed a threaded name resolve.",|tykio/tyk-dashboard|
CVE-2020-29363,libp11-kit0,HIGH,0.23.15-2,0.23.15-2+deb10u1,"An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE\, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.",|tykio/tyk-dashboard|
CVE-2020-29362,libp11-kit0,MEDIUM,0.23.15-2,0.23.15-2+deb10u1,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call\, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.",|tykio/tyk-dashboard|
CVE-2020-29361,libp11-kit0,HIGH,0.23.15-2,0.23.15-2+deb10u1,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command\, where overflow checks are missing before calling realloc or calloc.",|tykio/tyk-dashboard|
CVE-2021-24031,libzstd1,MEDIUM,1.3.8+dfsg-3,1.3.8+dfsg-3+deb10u1,"In the Zstandard command-line utility prior to v1.4.1\, output files were created with default permissions. Correct file permissions (matching the input) would only be set at completion time. Output files could therefore be readable or writable to unintended parties.",|tykio/tyk-dashboard|
CVE-2021-24032,libzstd1,MEDIUM,1.3.8+dfsg-3,1.3.8+dfsg-3+deb10u2,"Beginning in v1.4.1 and prior to v1.4.9\, due to an incomplete fix for CVE-2021-24031\, the Zstandard command-line utility created output files with default permissions and restricted those permissions immediately afterwards. Output files could therefore momentarily be readable or writable to unintended parties.",|tykio/tyk-dashboard|
CVE-2021-45346,libsqlite3-0,LOW,3.40.1-2+deb12u1,N/A,"A Memory Leak vulnerability exists in SQLite Project SQLite3 3.35.1 and 3.37.0 via maliciously crafted SQL Queries (made via editing the Database File)\, it is possible to query a record\, and leak subsequent bytes of memory that extend beyond the record\, which could let a malicious user obtain sensitive information. NOTE: The developer disputes this as a vulnerability stating that If you give SQLite a corrupted database file and submit a query against the database\, it might read parts of the database that you did not intend or expect.",|tykio/midsommar|
CVE-2023-39329,libopenjp2-7,MEDIUM,2.5.0-2+deb12u1,N/A,"A flaw was found in OpenJPEG. A resource exhaustion can occur in the opj_t1_decode_cblks function in tcd.c through a crafted image file\, causing a denial of service.",|tykio/midsommar|
CVE-2023-39328,libopenjp2-7,MEDIUM,2.5.0-2+deb12u1,N/A,"A vulnerability was found in OpenJPEG similar to CVE-2019-6988. This flaw allows an attacker to bypass existing protections and cause an application crash through a maliciously crafted file.",|tykio/midsommar|
CVE-2019-6461,libcairo2,LOW,1.16.0-7,N/A,"An issue was discovered in cairo 1.16.0. There is an assertion problem in the function _cairo_arc_in_direction in the file cairo-arc.c.",|tykio/midsommar|
CVE-2025-0167,curl,LOW,7.64.0-4+deb10u1,N/A,"When asked to use a `.netrc` file for credentials **and** to follow HTTP redirects\, curl could leak the password used for the first host to the followed-to host under certain circumstances.  This flaw only manifests itself if the netrc file has a `default` entry that omits both login and password. A rare circumstance.",|tykio/tyk-dashboard|
CVE-2024-6874,curl,MEDIUM,7.64.0-4+deb10u1,N/A,"libcurl's URL API function [curl_url_get()](https://curl.se/libcurl/c/curl_url_get.html) offers punycode conversions\, to and from IDN. Asking to convert a name that is exactly 256 bytes\, libcurl ends up reading outside of a stack based buffer when built to use the *macidn* IDN backend. The conversion function then fills up the provided buffer exactly - but does not null terminate the string.  This flaw can lead to stack contents accidently getting returned as part of the converted string.",|tykio/tyk-dashboard|
CVE-2018-20796,libc-bin,LOW,2.36-9+deb12u10,N/A,"In the GNU C Library (aka glibc or libc6) through 2.29\, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion\, as demonstrated by '(\\227|)(\\\\1\\\\1|t1|\\\\\\2537)+' in grep.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2019-6462,libcairo2,LOW,1.16.0-7,N/A,"An issue was discovered in cairo 1.16.0. There is an infinite loop in the function _arc_error_normalized in the file cairo-arc.c\, related to _arc_max_angle_for_tolerance_normalized.",|tykio/midsommar|
CVE-2024-11053,curl,MEDIUM,7.64.0-4+deb10u1,N/A,"When asked to both use a `.netrc` file for credentials and to follow HTTP redirects\, curl could leak the password used for the first host to the followed-to host under certain circumstances.  This flaw only manifests itself if the netrc file has an entry that matches the redirect target hostname but the entry either omits just the password or omits both login and password.",|tykio/tyk-dashboard|
CVE-2023-44487,libnghttp2-14,HIGH,1.36.0-2+deb10u1,1.36.0-2+deb10u2,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly\, as exploited in the wild in August through October 2023.",|tykio/tyk-dashboard|
CVE-2020-24659,libgnutls30,HIGH,3.6.7-4+deb10u5,3.6.7-4+deb10u7,"An issue was discovered in GnuTLS before 3.6.15. A server can trigger a NULL pointer dereference in a TLS 1.3 client if a no_renegotiation alert is sent with unexpected timing\, and then an invalid second handshake occurs. The crash happens in the application's error handling path\, where the gnutls_deinit function is called after detecting a handshake failure.",|tykio/tyk-dashboard|
CVE-2023-39327,libopenjp2-7,MEDIUM,2.5.0-2+deb12u1,N/A,"A flaw was found in OpenJPEG. Maliciously constructed pictures can cause the program to enter a large loop and continuously print warning messages on the terminal.",|tykio/midsommar|
